日付タイプ,model,延べ台日,平均差枚,勝率%
曜:水,スマスロ ゴッドイーター リザレクション,8,-1021.0,0.0
曜:火,スマスロ ストリートファイター6,8,905.0,75.0
曜:火,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,34,735.4,52.9
曜:火,スマスロ スーパーブラックジャック,196,780.6,49.0
曜:火,スマスロ とある魔術の禁書目録2,68,259.2,48.5
曜:火,スマスロ 甲鉄城のカバネリ 海門決戦,207,439.0,48.3
曜:火,L無職転生～異世界行ったら本気だす～,98,680.9,48.0
曜:火,スマスロとある科学の超電磁砲2,73,340.3,47.9
曜:火,L東京喰種,322,320.6,47.8
曜:火,マイジャグラーV,120,227.4,47.5
曜:火,スマスロ化物語,238,500.1,44.5
曜:火,L戦国乙女5 業火を穿つ宿焔の双刃,348,116.1,44.3
曜:火,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,602,391.1,44.0
曜:火,L虚構推理,90,260.4,43.3
曜:火,L少女☆歌劇 レヴュースタァライト -The SLOT-,88,328.8,40.9
曜:火,Lパチスロガールズ＆パンツァー 最終章,98,187.5,40.8
曜:火,Lパチスロ炎炎ノ消防隊2,172,137.6,40.7
曜:火,Lソードアート・オンライン,224,327.6,40.6
曜:火,スロット ゾンビランドサガ,84,296.1,40.5
曜:火,Lパチスロ革命機ヴァルヴレイヴ2,191,347.0,40.3
曜:火,L ToLOVEるダークネス,588,244.0,40.1
曜:火,戦国コレクション6,80,99.6,40.0
曜:火,Lパチスロうみねこのなく頃に2,48,-308.8,39.6
曜:火,スマスロ ミリオンゴッド-神々の軌跡-,124,-74.4,38.7
曜:火,スマスロモンキーターンV,86,-39.6,38.4
曜:火,スロット ソードアート・オンラインⅡ,212,-94.5,38.2
曜:火,L南国育ち SPECIAL,8,-547.2,37.5
曜:火,スマスロ やじきた道中記参る！,8,-1113.8,37.5
曜:火,スマスロ とんでもスキルで異世界放浪メシ,24,-454.8,37.5
曜:火,スロット ワールドダイスター,16,-1048.2,37.5
曜:火,Lバンドリ！,140,283.2,37.1
曜:火,真打 吉宗,108,-495.1,37.0
曜:火,スマスロ 攻殻機動隊,79,229.0,36.7
曜:火,Lアズールレーン THE ANIMATION,112,390.9,36.6
曜:火,スマスロBIRDIE WING-Golf Girls’ Story-,14,386.6,35.7
曜:火,L邪神ちゃんドロップキック,24,1073.2,33.3
曜:火,スマスロ スーパーリオエース2,174,-386.9,32.8
曜:火,Lパチスロ かぐや様は告らせたい,32,-234.5,31.2
曜:火,スマスロ バイオハザードRE:3,50,61.1,30.0
曜:火,ネオアイムジャグラーEX,20,-33.0,30.0
曜:火,L戦国乙女４　戦乱に閃く炯眼の軍師,58,-350.3,29.3
曜:火,アニマルスロット ドッチ,28,-23.1,28.6
曜:火,回胴式遊技機グランベルム,28,-491.6,28.6
曜:火,Lタクトオーパス デスティニー,28,99.1,28.6
曜:火,スマスロ シャーマンキング,28,-555.4,28.6
曜:火,スマスロヨルムンガンド,16,-149.0,25.0
曜:火,スマスロ 七つの魔剣が支配する,28,-547.6,25.0
曜:火,スマスロ ゴッドイーター リザレクション,8,-527.0,25.0
